product_id,product_name,category,brand,price,stock_quantity,rating,launch_date,cost,margin
3985,Product_3985,Home,BrandD,1103.26,587,1.8,2096-05-09,650.38,41.0
3986,Product_3986,Electronics,BrandB,1414.42,583,3.5,2096-05-16,526.74,62.8
3987,Product_3987,Clothing,BrandC,1371.02,248,2.1,2096-05-23,555.95,59.4
3988,Product_3988,Books,BrandB,1033.46,56,3.6,2096-05-30,372.43,64.0
3989,Product_3989,Books,BrandE,931.35,868,3.2,2096-06-06,521.76,44.0
3990,Product_3990,Home,BrandD,798.64,304,2.7,2096-06-13,277.59,65.2
3991,Product_3991,Books,BrandA,1724.51,521,3.7,2096-06-20,738.4,57.2
3992,Product_3992,Books,BrandC,665.05,724,2.7,2096-06-27,349.72,47.4
3993,Product_3993,Electronics,BrandB,522.43,360,4.3,2096-07-04,200.54,61.6
3994,Product_3994,Sports,BrandD,1487.91,236,3.9,2096-07-11,778.36,47.7
3995,Product_3995,Home,BrandB,722.73,233,3.2,2096-07-18,340.67,52.9
3996,Product_3996,Electronics,BrandD,1694.76,924,4.5,2096-07-25,1237.68,27.0
3997,Product_3997,Sports,BrandE,659.14,222,4.3,2096-08-01,459.72,30.3
3998,Product_3998,Electronics,BrandB,1405.38,615,3.1,2096-08-08,1119.28,20.4
3999,Product_3999,Health,BrandE,94.99,326,1.3,2096-08-15,53.62,43.6
4000,Product_4000,Electronics,BrandC,774.2,97,3.3,2096-08-22,455.0,41.2
4001,Product_4001,Books,BrandE,689.74,225,2.4,2096-08-29,533.39,22.7
4002,Product_4002,Sports,BrandD,1634.27,733,3.2,2096-09-05,816.8,50.0
4003,Product_4003,Home,BrandC,1934.28,835,3.6,2096-09-12,1117.71,42.2
4004,Product_4004,Home,BrandB,924.46,488,3.6,2096-09-19,452.56,51.0
4005,Product_4005,Sports,BrandB,1650.55,477,3.7,2096-09-26,945.65,42.7
4006,Product_4006,Books,BrandD,1400.89,984,3.7,2096-10-03,476.84,66.0
4007,Product_4007,Clothing,BrandA,1934.94,333,1.4,2096-10-10,1338.78,30.8
4008,Product_4008,Electronics,BrandA,1623.16,791,1.8,2096-10-17,1286.58,20.7
4009,Product_4009,Books,BrandB,159.57,554,3.5,2096-10-24,53.12,66.7
4010,Product_4010,Health,BrandD,1428.0,862,2.6,2096-10-31,1000.34,29.9
4011,Product_4011,Sports,BrandA,1073.32,511,4.1,2096-11-07,451.73,57.9
4012,Product_4012,Electronics,BrandE,37.79,381,1.5,2096-11-14,15.07,60.1
4013,Product_4013,Home,BrandB,506.37,422,1.8,2096-11-21,327.46,35.3
4014,Product_4014,Clothing,BrandE,1843.9,347,3.2,2096-11-28,593.86,67.8
4015,Product_4015,Health,BrandD,1852.49,152,3.0,2096-12-05,984.82,46.8
4016,Product_4016,Home,BrandE,1598.71,850,2.1,2096-12-12,480.77,69.9
4017,Product_4017,Sports,BrandA,1963.65,451,2.6,2096-12-19,1133.41,42.3
4018,Product_4018,Electronics,BrandA,1614.06,289,1.1,2096-12-26,857.13,46.9
4019,Product_4019,Sports,BrandC,25.36,735,1.1,2097-01-02,19.22,24.2
4020,Product_4020,Electronics,BrandB,579.23,984,1.4,2097-01-09,382.37,34.0
4021,Product_4021,Books,BrandD,66.1,118,3.3,2097-01-16,23.99,63.7
4022,Product_4022,Clothing,BrandB,192.75,213,4.5,2097-01-23,91.99,52.3
4023,Product_4023,Books,BrandE,441.59,564,2.0,2097-01-30,338.17,23.4
4024,Product_4024,Books,BrandD,1009.6,731,1.1,2097-02-06,669.03,33.7
4025,Product_4025,Sports,BrandD,1695.83,438,3.8,2097-02-13,1012.64,40.3
4026,Product_4026,Clothing,BrandA,1724.62,754,4.4,2097-02-20,999.48,42.0
4027,Product_4027,Electronics,BrandE,1234.32,564,1.6,2097-02-27,615.99,50.1
4028,Product_4028,Electronics,BrandA,1856.71,913,2.5,2097-03-06,1100.29,40.7
4029,Product_4029,Health,BrandA,1002.62,628,1.6,2097-03-13,687.63,31.4
4030,Product_4030,Home,BrandC,1778.63,902,1.4,2097-03-20,647.01,63.6
4031,Product_4031,Health,BrandA,910.86,446,3.6,2097-03-27,714.95,21.5
4032,Product_4032,Health,BrandB,558.06,842,4.9,2097-04-03,234.21,58.0
4033,Product_4033,Electronics,BrandD,1833.24,41,3.7,2097-04-10,960.38,47.6
4034,Product_4034,Sports,BrandA,778.93,394,4.9,2097-04-17,242.53,68.9
4035,Product_4035,Books,BrandB,1009.29,246,2.7,2097-04-24,580.52,42.5
4036,Product_4036,Books,BrandE,661.08,904,4.6,2097-05-01,324.55,50.9
4037,Product_4037,Books,BrandD,1327.36,290,1.8,2097-05-08,563.97,57.5
4038,Product_4038,Clothing,BrandE,1990.09,247,1.5,2097-05-15,1577.67,20.7
4039,Product_4039,Electronics,BrandB,55.9,612,3.8,2097-05-22,28.74,48.6
4040,Product_4040,Sports,BrandE,1800.2,598,2.5,2097-05-29,912.97,49.3
4041,Product_4041,Clothing,BrandE,12.83,864,2.3,2097-06-05,6.82,46.8
4042,Product_4042,Home,BrandE,731.63,448,3.7,2097-06-12,261.98,64.2
4043,Product_4043,Sports,BrandA,341.37,83,2.3,2097-06-19,169.51,50.3
4044,Product_4044,Health,BrandA,1515.9,772,3.3,2097-06-26,709.75,53.2
4045,Product_4045,Sports,BrandA,105.97,220,2.2,2097-07-03,56.44,46.7
4046,Product_4046,Sports,BrandD,1109.2,665,4.1,2097-07-10,807.84,27.2
4047,Product_4047,Books,BrandB,593.38,50,2.2,2097-07-17,235.21,60.4
4048,Product_4048,Sports,BrandA,271.67,549,3.1,2097-07-24,164.05,39.6
4049,Product_4049,Health,BrandE,1544.78,770,1.1,2097-07-31,492.5,68.1
4050,Product_4050,Health,BrandE,438.75,980,4.2,2097-08-07,201.12,54.2
4051,Product_4051,Electronics,BrandE,451.23,186,3.5,2097-08-14,242.01,46.4
4052,Product_4052,Sports,BrandE,553.78,524,1.8,2097-08-21,186.7,66.3
4053,Product_4053,Books,BrandC,1175.6,222,1.9,2097-08-28,672.42,42.8
4054,Product_4054,Sports,BrandD,1321.03,464,2.0,2097-09-04,601.28,54.5
4055,Product_4055,Home,BrandB,40.12,418,3.3,2097-09-11,31.95,20.4
4056,Product_4056,Home,BrandB,487.53,86,3.2,2097-09-18,300.07,38.5
4057,Product_4057,Books,BrandA,864.79,258,2.1,2097-09-25,365.02,57.8
4058,Product_4058,Electronics,BrandC,667.29,180,3.8,2097-10-02,234.44,64.9
4059,Product_4059,Electronics,BrandB,1768.92,310,4.6,2097-10-09,566.69,68.0
4060,Product_4060,Health,BrandD,1576.48,172,1.2,2097-10-16,544.5,65.5
4061,Product_4061,Health,BrandE,1253.65,321,2.7,2097-10-23,802.37,36.0
4062,Product_4062,Clothing,BrandA,679.39,706,3.4,2097-10-30,494.25,27.3
4063,Product_4063,Books,BrandD,1402.84,339,3.3,2097-11-06,530.79,62.2
4064,Product_4064,Sports,BrandB,1688.06,495,1.1,2097-11-13,845.83,49.9
4065,Product_4065,Books,BrandC,1191.69,244,1.8,2097-11-20,568.58,52.3
4066,Product_4066,Clothing,BrandA,1570.0,939,1.2,2097-11-27,976.95,37.8
4067,Product_4067,Health,BrandB,1499.46,504,3.3,2097-12-04,586.8,60.9
4068,Product_4068,Books,BrandA,1145.62,328,3.6,2097-12-11,889.76,22.3
4069,Product_4069,Books,BrandB,627.81,879,1.6,2097-12-18,417.04,33.6
4070,Product_4070,Health,BrandE,1492.84,195,2.3,2097-12-25,1160.74,22.2
4071,Product_4071,Clothing,BrandC,417.56,61,2.3,2098-01-01,183.18,56.1
4072,Product_4072,Health,BrandE,1560.08,24,4.3,2098-01-08,926.47,40.6
4073,Product_4073,Electronics,BrandB,1610.07,563,1.8,2098-01-15,1072.52,33.4
4074,Product_4074,Sports,BrandD,1645.18,561,3.2,2098-01-22,1078.38,34.5
4075,Product_4075,Health,BrandE,948.47,377,4.1,2098-01-29,294.66,68.9
4076,Product_4076,Clothing,BrandD,389.0,896,4.3,2098-02-05,310.87,20.1
4077,Product_4077,Home,BrandB,203.95,294,3.7,2098-02-12,155.82,23.6
4078,Product_4078,Electronics,BrandC,1488.01,51,2.2,2098-02-19,535.5,64.0
4079,Product_4079,Home,BrandD,1773.09,843,4.3,2098-02-26,1013.82,42.8
4080,Product_4080,Health,BrandB,1303.42,39,4.0,2098-03-05,596.03,54.3
4081,Product_4081,Electronics,BrandD,292.6,743,3.8,2098-03-12,216.36,26.1
4082,Product_4082,Sports,BrandE,1870.12,571,1.3,2098-03-19,1213.26,35.1
4083,Product_4083,Health,BrandB,1978.26,727,1.2,2098-03-26,814.57,58.8
4084,Product_4084,Sports,BrandE,869.59,456,3.8,2098-04-02,275.6,68.3
4085,Product_4085,Books,BrandA,1191.68,877,4.8,2098-04-09,531.34,55.4
4086,Product_4086,Home,BrandB,1555.57,851,4.1,2098-04-16,496.33,68.1
4087,Product_4087,Electronics,BrandD,1474.1,708,4.3,2098-04-23,546.38,62.9
4088,Product_4088,Sports,BrandA,1935.74,787,3.2,2098-04-30,1196.42,38.2
4089,Product_4089,Clothing,BrandE,234.19,852,2.2,2098-05-07,157.5,32.7
4090,Product_4090,Sports,BrandE,1163.55,1,3.7,2098-05-14,621.35,46.6
4091,Product_4091,Clothing,BrandD,1385.4,468,3.8,2098-05-21,831.44,40.0
4092,Product_4092,Health,BrandA,1780.75,105,3.7,2098-05-28,673.02,62.2
4093,Product_4093,Electronics,BrandC,1748.85,215,4.8,2098-06-04,801.67,54.2
4094,Product_4094,Sports,BrandD,1956.11,776,2.5,2098-06-11,1284.07,34.4
4095,Product_4095,Sports,BrandE,1026.6,678,1.2,2098-06-18,495.28,51.8
4096,Product_4096,Electronics,BrandB,1662.37,758,4.6,2098-06-25,788.64,52.6
4097,Product_4097,Sports,BrandA,857.43,413,1.6,2098-07-02,340.4,60.3
4098,Product_4098,Clothing,BrandC,847.52,949,3.8,2098-07-09,506.32,40.3
4099,Product_4099,Sports,BrandB,510.43,209,4.5,2098-07-16,359.74,29.5
4100,Product_4100,Home,BrandA,1637.38,57,2.2,2098-07-23,875.54,46.5
4101,Product_4101,Health,BrandD,1971.7,939,4.3,2098-07-30,705.41,64.2
4102,Product_4102,Books,BrandD,516.4,42,2.3,2098-08-06,371.39,28.1
4103,Product_4103,Clothing,BrandA,116.98,137,4.2,2098-08-13,39.27,66.4
4104,Product_4104,Home,BrandC,1632.01,620,1.3,2098-08-20,874.53,46.4
4105,Product_4105,Health,BrandA,1242.36,488,3.6,2098-08-27,534.88,56.9
4106,Product_4106,Electronics,BrandB,1919.6,559,3.7,2098-09-03,1474.56,23.2
4107,Product_4107,Clothing,BrandB,508.22,637,3.0,2098-09-10,339.88,33.1
4108,Product_4108,Books,BrandD,146.7,468,3.7,2098-09-17,85.56,41.7
4109,Product_4109,Health,BrandA,987.42,725,4.7,2098-09-24,625.9,36.6
4110,Product_4110,Books,BrandD,175.5,912,3.9,2098-10-01,99.4,43.4
4111,Product_4111,Electronics,BrandC,527.27,639,4.8,2098-10-08,197.09,62.6
4112,Product_4112,Electronics,BrandB,256.33,388,2.8,2098-10-15,167.78,34.5
4113,Product_4113,Clothing,BrandE,452.14,197,3.1,2098-10-22,247.02,45.4
4114,Product_4114,Sports,BrandE,216.76,201,2.1,2098-10-29,133.77,38.3
4115,Product_4115,Electronics,BrandA,1908.04,191,4.9,2098-11-05,615.54,67.7
4116,Product_4116,Health,BrandA,560.73,106,1.2,2098-11-12,208.04,62.9
4117,Product_4117,Sports,BrandE,890.58,705,2.4,2098-11-19,529.61,40.5
4118,Product_4118,Home,BrandA,1797.73,326,2.2,2098-11-26,952.28,47.0
4119,Product_4119,Books,BrandB,1356.26,749,2.5,2098-12-03,560.73,58.7
4120,Product_4120,Sports,BrandC,1237.98,643,4.7,2098-12-10,520.42,58.0
4121,Product_4121,Books,BrandC,1412.6,356,2.5,2098-12-17,869.92,38.4
4122,Product_4122,Sports,BrandD,1658.5,594,4.7,2098-12-24,546.45,67.1
4123,Product_4123,Home,BrandB,1755.95,500,2.7,2098-12-31,908.05,48.3
4124,Product_4124,Electronics,BrandA,1287.07,283,4.4,2099-01-07,722.76,43.8
4125,Product_4125,Home,BrandA,1780.56,467,3.1,2099-01-14,808.5,54.6
4126,Product_4126,Electronics,BrandD,1073.12,507,2.2,2099-01-21,762.21,29.0
4127,Product_4127,Electronics,BrandD,558.2,733,2.8,2099-01-28,183.3,67.2
4128,Product_4128,Books,BrandA,1760.75,105,2.7,2099-02-04,1290.44,26.7
4129,Product_4129,Health,BrandA,1085.24,293,2.0,2099-02-11,718.03,33.8
4130,Product_4130,Home,BrandB,1812.74,65,2.2,2099-02-18,948.29,47.7
4131,Product_4131,Sports,BrandD,85.13,194,1.7,2099-02-25,64.89,23.8
4132,Product_4132,Home,BrandB,798.04,187,2.3,2099-03-04,519.62,34.9
4133,Product_4133,Books,BrandA,1895.87,46,3.5,2099-03-11,1451.33,23.4
4134,Product_4134,Electronics,BrandE,503.05,361,2.5,2099-03-18,269.78,46.4
4135,Product_4135,Books,BrandE,1883.36,870,3.8,2099-03-25,991.56,47.4
4136,Product_4136,Clothing,BrandA,1908.04,536,4.9,2099-04-01,1078.75,43.5
4137,Product_4137,Clothing,BrandD,1764.87,577,2.5,2099-04-08,587.2,66.7
4138,Product_4138,Sports,BrandE,1129.52,486,2.9,2099-04-15,851.94,24.6
4139,Product_4139,Books,BrandD,1295.64,846,1.7,2099-04-22,821.25,36.6
4140,Product_4140,Sports,BrandE,1739.89,578,2.6,2099-04-29,1059.23,39.1
4141,Product_4141,Sports,BrandD,1552.91,708,3.9,2099-05-06,1185.23,23.7
4142,Product_4142,Clothing,BrandE,1262.04,245,1.9,2099-05-13,1005.62,20.3
4143,Product_4143,Sports,BrandD,1964.61,807,1.7,2099-05-20,749.89,61.8
4144,Product_4144,Clothing,BrandB,1372.92,611,2.5,2099-05-27,926.03,32.6
4145,Product_4145,Electronics,BrandD,1951.09,177,4.3,2099-06-03,1151.09,41.0
4146,Product_4146,Books,BrandB,119.49,114,3.5,2099-06-10,63.39,46.9
4147,Product_4147,Sports,BrandB,282.23,679,4.8,2099-06-17,222.62,21.1
4148,Product_4148,Clothing,BrandA,905.66,630,4.6,2099-06-24,656.72,27.5
4149,Product_4149,Home,BrandB,772.83,997,1.6,2099-07-01,501.08,35.2
4150,Product_4150,Sports,BrandC,1566.56,164,1.2,2099-07-08,769.71,50.9
4151,Product_4151,Health,BrandB,325.42,218,2.6,2099-07-15,206.0,36.7
4152,Product_4152,Electronics,BrandD,1952.31,196,3.1,2099-07-22,1104.71,43.4
4153,Product_4153,Electronics,BrandB,633.56,400,3.1,2099-07-29,269.06,57.5
4154,Product_4154,Home,BrandD,860.7,829,1.5,2099-08-05,452.03,47.5
4155,Product_4155,Clothing,BrandD,553.12,997,1.5,2099-08-12,224.63,59.4
4156,Product_4156,Sports,BrandC,1160.83,748,1.2,2099-08-19,638.7,45.0
4157,Product_4157,Clothing,BrandB,121.96,680,4.4,2099-08-26,80.51,34.0
4158,Product_4158,Electronics,BrandB,303.61,75,4.8,2099-09-02,96.65,68.2
4159,Product_4159,Clothing,BrandE,1492.87,425,1.5,2099-09-09,1019.17,31.7
4160,Product_4160,Electronics,BrandE,377.07,286,1.9,2099-09-16,116.89,69.0
4161,Product_4161,Clothing,BrandA,474.85,544,1.4,2099-09-23,265.27,44.1
4162,Product_4162,Home,BrandD,1587.0,298,4.5,2099-09-30,931.15,41.3
4163,Product_4163,Books,BrandC,191.14,860,4.8,2099-10-07,130.09,31.9
4164,Product_4164,Home,BrandE,877.76,741,2.0,2099-10-14,597.33,31.9
4165,Product_4165,Home,BrandB,51.01,706,2.2,2099-10-21,25.95,49.1
4166,Product_4166,Books,BrandA,696.88,293,2.5,2099-10-28,232.19,66.7
4167,Product_4167,Books,BrandC,1399.47,808,3.0,2099-11-04,905.11,35.3
4168,Product_4168,Sports,BrandB,184.76,885,3.7,2099-11-11,102.63,44.5
4169,Product_4169,Sports,BrandB,1777.23,446,3.0,2099-11-18,829.13,53.3
4170,Product_4170,Home,BrandD,1819.45,935,4.8,2099-11-25,759.51,58.3
4171,Product_4171,Home,BrandD,214.46,413,1.4,2099-12-02,77.18,64.0
4172,Product_4172,Electronics,BrandE,1981.51,430,4.2,2099-12-09,886.87,55.2
4173,Product_4173,Electronics,BrandE,598.57,789,2.3,2099-12-16,316.79,47.1
4174,Product_4174,Sports,BrandB,172.78,229,2.5,2099-12-23,93.09,46.1
4175,Product_4175,Health,BrandB,15.11,95,3.8,2099-12-30,8.94,40.8
4176,Product_4176,Health,BrandE,820.0,894,4.7,2100-01-06,394.61,51.9
4177,Product_4177,Sports,BrandE,1261.47,438,3.9,2100-01-13,958.65,24.0
4178,Product_4178,Electronics,BrandB,667.7,170,4.1,2100-01-20,365.86,45.2
4179,Product_4179,Electronics,BrandC,1674.25,316,4.0,2100-01-27,856.99,48.8
4180,Product_4180,Health,BrandB,1434.63,841,2.3,2100-02-03,464.94,67.6
4181,Product_4181,Clothing,BrandC,703.57,543,4.0,2100-02-10,421.8,40.0
4182,Product_4182,Clothing,BrandC,1469.95,490,4.1,2100-02-17,884.08,39.9
4183,Product_4183,Electronics,BrandB,1881.27,387,3.1,2100-02-24,1113.04,40.8
4184,Product_4184,Clothing,BrandA,190.73,988,3.1,2100-03-03,141.86,25.6
4185,Product_4185,Books,BrandE,615.68,556,4.0,2100-03-10,419.56,31.9
4186,Product_4186,Sports,BrandD,929.34,71,4.3,2100-03-17,681.86,26.6
4187,Product_4187,Sports,BrandB,998.49,531,2.3,2100-03-24,329.21,67.0
4188,Product_4188,Electronics,BrandC,1086.68,238,4.2,2100-03-31,498.85,54.1
4189,Product_4189,Home,BrandB,604.75,710,4.3,2100-04-07,277.8,54.1
4190,Product_4190,Health,BrandE,1336.18,576,1.9,2100-04-14,839.82,37.1
4191,Product_4191,Electronics,BrandC,1291.94,699,3.9,2100-04-21,677.37,47.6
4192,Product_4192,Clothing,BrandD,1157.75,88,1.7,2100-04-28,797.38,31.1
4193,Product_4193,Health,BrandD,231.95,921,1.4,2100-05-05,114.17,50.8
4194,Product_4194,Home,BrandD,956.55,712,3.3,2100-05-12,392.95,58.9
4195,Product_4195,Clothing,BrandA,715.67,534,4.6,2100-05-19,318.81,55.5
4196,Product_4196,Books,BrandC,984.62,807,1.1,2100-05-26,385.22,60.9
4197,Product_4197,Clothing,BrandC,1844.12,641,4.3,2100-06-02,735.7,60.1
4198,Product_4198,Books,BrandA,963.66,153,3.0,2100-06-09,393.58,59.2
4199,Product_4199,Health,BrandC,32.89,589,4.4,2100-06-16,10.13,69.2
4200,Product_4200,Books,BrandA,880.48,189,4.4,2100-06-23,579.39,34.2
4201,Product_4201,Health,BrandB,1642.19,811,4.5,2100-06-30,820.77,50.0
4202,Product_4202,Health,BrandE,1561.22,414,4.1,2100-07-07,486.06,68.9
4203,Product_4203,Health,BrandD,1029.21,153,4.4,2100-07-14,499.17,51.5
4204,Product_4204,Health,BrandA,503.29,624,1.7,2100-07-21,378.82,24.7
4205,Product_4205,Health,BrandA,932.85,338,2.2,2100-07-28,518.31,44.4
4206,Product_4206,Clothing,BrandA,1129.59,997,2.0,2100-08-04,896.19,20.7
4207,Product_4207,Health,BrandB,1999.74,628,4.0,2100-08-11,1139.81,43.0
4208,Product_4208,Clothing,BrandA,1290.14,516,1.6,2100-08-18,1008.11,21.9
4209,Product_4209,Health,BrandE,1390.06,888,1.7,2100-08-25,557.28,59.9
4210,Product_4210,Books,BrandE,985.45,837,4.5,2100-09-01,438.49,55.5
4211,Product_4211,Health,BrandD,712.21,34,3.8,2100-09-08,462.93,35.0
4212,Product_4212,Home,BrandB,1626.84,783,4.5,2100-09-15,1290.75,20.7
4213,Product_4213,Health,BrandE,992.39,670,1.6,2100-09-22,707.23,28.7
4214,Product_4214,Health,BrandC,1989.41,721,2.6,2100-09-29,1147.6,42.3
4215,Product_4215,Books,BrandC,916.96,525,2.1,2100-10-06,314.13,65.7
4216,Product_4216,Sports,BrandC,140.66,536,1.0,2100-10-13,67.82,51.8
4217,Product_4217,Books,BrandA,1366.74,846,2.1,2100-10-20,469.08,65.7
4218,Product_4218,Home,BrandA,98.05,217,2.5,2100-10-27,44.68,54.4
4219,Product_4219,Sports,BrandC,504.75,253,1.4,2100-11-03,216.74,57.1
4220,Product_4220,Electronics,BrandD,710.71,995,3.3,2100-11-10,351.29,50.6
4221,Product_4221,Electronics,BrandD,1480.27,202,2.5,2100-11-17,1063.78,28.1
4222,Product_4222,Home,BrandA,991.0,100,1.2,2100-11-24,371.81,62.5
4223,Product_4223,Books,BrandC,62.15,360,3.8,2100-12-01,28.16,54.7
4224,Product_4224,Clothing,BrandD,1235.62,740,3.9,2100-12-08,532.01,56.9
4225,Product_4225,Home,BrandA,825.82,710,4.3,2100-12-15,370.03,55.2
4226,Product_4226,Sports,BrandC,1844.06,913,2.9,2100-12-22,885.72,52.0
4227,Product_4227,Sports,BrandB,1001.63,177,4.9,2100-12-29,422.84,57.8
4228,Product_4228,Health,BrandC,1419.41,275,4.7,2101-01-05,1094.78,22.9
4229,Product_4229,Electronics,BrandC,441.64,311,3.2,2101-01-12,225.26,49.0
4230,Product_4230,Sports,BrandE,1523.14,641,2.8,2101-01-19,543.85,64.3
4231,Product_4231,Home,BrandE,1443.31,409,1.0,2101-01-26,770.48,46.6
4232,Product_4232,Sports,BrandB,1808.64,790,3.8,2101-02-02,709.38,60.8
4233,Product_4233,Home,BrandB,72.47,287,3.3,2101-02-09,29.57,59.2
4234,Product_4234,Clothing,BrandC,897.76,652,4.8,2101-02-16,397.28,55.7
4235,Product_4235,Health,BrandD,1359.92,524,3.4,2101-02-23,492.81,63.8
4236,Product_4236,Electronics,BrandB,194.85,400,5.0,2101-03-02,128.71,33.9
4237,Product_4237,Sports,BrandC,824.16,216,4.4,2101-03-09,573.59,30.4
4238,Product_4238,Home,BrandA,1884.58,697,4.8,2101-03-16,936.9,50.3
4239,Product_4239,Books,BrandE,874.69,469,2.3,2101-03-23,563.73,35.6
4240,Product_4240,Electronics,BrandD,1970.88,26,1.6,2101-03-30,974.56,50.6
4241,Product_4241,Clothing,BrandC,118.39,912,4.2,2101-04-06,45.23,61.8
4242,Product_4242,Home,BrandA,1437.07,729,4.1,2101-04-13,716.5,50.1
4243,Product_4243,Health,BrandE,1164.13,421,1.8,2101-04-20,673.44,42.2
4244,Product_4244,Health,BrandA,1003.58,13,4.1,2101-04-27,321.64,68.0
4245,Product_4245,Clothing,BrandC,1941.84,500,3.3,2101-05-04,1218.0,37.3
4246,Product_4246,Clothing,BrandB,263.65,653,1.4,2101-05-11,176.99,32.9
4247,Product_4247,Health,BrandE,1792.52,907,3.0,2101-05-18,1308.51,27.0
4248,Product_4248,Sports,BrandA,1384.02,324,4.7,2101-05-25,486.32,64.9
4249,Product_4249,Sports,BrandB,521.7,996,3.0,2101-06-01,156.53,70.0
4250,Product_4250,Home,BrandD,1803.83,323,4.2,2101-06-08,607.23,66.3
4251,Product_4251,Books,BrandC,861.44,566,1.1,2101-06-15,656.47,23.8
4252,Product_4252,Home,BrandC,1629.38,702,3.9,2101-06-22,1112.5,31.7
4253,Product_4253,Books,BrandE,780.73,284,4.8,2101-06-29,560.34,28.2
4254,Product_4254,Clothing,BrandA,1702.61,88,3.0,2101-07-06,950.92,44.1
4255,Product_4255,Electronics,BrandD,1275.08,44,2.4,2101-07-13,718.33,43.7
4256,Product_4256,Home,BrandE,286.39,643,3.6,2101-07-20,128.66,55.1
4257,Product_4257,Home,BrandE,1301.08,497,4.7,2101-07-27,938.57,27.9
4258,Product_4258,Books,BrandA,386.73,911,1.7,2101-08-03,276.47,28.5
4259,Product_4259,Clothing,BrandD,826.79,497,2.6,2101-08-10,410.16,50.4
4260,Product_4260,Clothing,BrandA,344.74,577,1.6,2101-08-17,160.18,53.5
4261,Product_4261,Books,BrandC,48.92,790,3.0,2101-08-24,32.74,33.1
4262,Product_4262,Clothing,BrandB,427.71,835,3.2,2101-08-31,133.91,68.7
4263,Product_4263,Health,BrandC,1075.06,659,4.8,2101-09-07,784.77,27.0
4264,Product_4264,Sports,BrandC,965.71,144,2.7,2101-09-14,505.19,47.7
4265,Product_4265,Health,BrandE,1005.49,947,3.3,2101-09-21,523.53,47.9
4266,Product_4266,Electronics,BrandC,499.14,517,4.5,2101-09-28,316.72,36.5
4267,Product_4267,Home,BrandD,1371.9,81,2.3,2101-10-05,854.52,37.7
4268,Product_4268,Electronics,BrandC,1410.01,979,3.7,2101-10-12,610.52,56.7
4269,Product_4269,Home,BrandD,719.15,634,4.0,2101-10-19,554.92,22.8
4270,Product_4270,Sports,BrandA,1762.93,166,2.3,2101-10-26,1398.29,20.7
4271,Product_4271,Clothing,BrandE,1289.83,748,1.7,2101-11-02,726.17,43.7
4272,Product_4272,Health,BrandD,1427.51,104,3.0,2101-11-09,828.94,41.9
4273,Product_4273,Books,BrandC,558.29,801,2.4,2101-11-16,322.22,42.3
4274,Product_4274,Health,BrandE,6.22,487,2.1,2101-11-23,3.38,45.7
4275,Product_4275,Sports,BrandE,1731.42,749,4.9,2101-11-30,1337.68,22.7
4276,Product_4276,Electronics,BrandD,1645.74,309,3.0,2101-12-07,695.12,57.8
4277,Product_4277,Books,BrandD,250.77,983,4.4,2101-12-14,88.77,64.6
4278,Product_4278,Clothing,BrandB,751.34,81,1.8,2101-12-21,574.61,23.5
4279,Product_4279,Sports,BrandB,1324.37,93,4.8,2101-12-28,538.38,59.3
4280,Product_4280,Books,BrandE,1305.96,320,4.2,2102-01-04,880.97,32.5
4281,Product_4281,Sports,BrandB,1721.4,342,4.2,2102-01-11,691.89,59.8
4282,Product_4282,Sports,BrandC,284.83,796,2.6,2102-01-18,222.19,22.0
4283,Product_4283,Clothing,BrandA,862.73,808,2.9,2102-01-25,600.08,30.4
4284,Product_4284,Home,BrandE,198.96,360,3.4,2102-02-01,151.08,24.1
4285,Product_4285,Books,BrandA,782.24,830,4.2,2102-02-08,606.62,22.5
4286,Product_4286,Clothing,BrandB,35.14,927,4.4,2102-02-15,12.03,65.8
4287,Product_4287,Sports,BrandD,1797.05,65,1.3,2102-02-22,928.53,48.3
4288,Product_4288,Clothing,BrandE,1056.45,623,4.6,2102-03-01,659.28,37.6
4289,Product_4289,Home,BrandB,1700.36,867,4.7,2102-03-08,1192.34,29.9
4290,Product_4290,Health,BrandC,124.51,428,3.4,2102-03-15,52.39,57.9
4291,Product_4291,Books,BrandE,458.78,400,1.7,2102-03-22,347.44,24.3
4292,Product_4292,Home,BrandE,522.46,170,4.3,2102-03-29,214.46,59.0
4293,Product_4293,Electronics,BrandD,776.45,758,3.2,2102-04-05,569.21,26.7
4294,Product_4294,Books,BrandE,1606.72,577,4.3,2102-04-12,893.91,44.4
4295,Product_4295,Home,BrandD,776.18,67,4.3,2102-04-19,432.88,44.2
4296,Product_4296,Sports,BrandB,413.28,491,1.3,2102-04-26,201.27,51.3
4297,Product_4297,Books,BrandC,134.66,33,3.4,2102-05-03,47.37,64.8
4298,Product_4298,Books,BrandC,163.59,0,2.9,2102-05-10,77.47,52.6
4299,Product_4299,Clothing,BrandE,1521.29,150,4.8,2102-05-17,780.98,48.7
4300,Product_4300,Sports,BrandE,892.38,901,2.2,2102-05-24,481.45,46.0
4301,Product_4301,Electronics,BrandB,1453.73,783,1.8,2102-05-31,973.34,33.0
4302,Product_4302,Health,BrandD,1366.16,257,4.6,2102-06-07,650.34,52.4
4303,Product_4303,Home,BrandC,275.05,749,1.6,2102-06-14,138.43,49.7
4304,Product_4304,Clothing,BrandD,290.06,627,3.7,2102-06-21,218.43,24.7
4305,Product_4305,Home,BrandB,1511.91,587,2.2,2102-06-28,1022.48,32.4
